path	classification	basis
tests/test_issue5311_opencode_go_static_models.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5331_index_only_ghost_cleanup.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5334_verification_stop_leak.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5339_restart_stale_user_dedup.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5345_clarify_toast_and_interrupt_provenance.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5347_sidebar_action_menu_scroll.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5364_skills_stats_thundering_herd.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5367_transparent_live_row_reconcile.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5379_cron_project_optin.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue538_mcp_management.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue540_workspace_office_documents.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue540_workspace_office_preview.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5420_profile_switch_session_new.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5435_tts_voice_preferences.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5455_lineage_readonly_reads.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5455_listing_readonly_connection.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5472_preserve_draft_on_failed_send.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5497_preferences_model_picker.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5501_session_list_retry_affordance.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5514_composer_grow_scroll_pin.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5525_mermaid_icon_distinct.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5532_clear_truncation_watermark.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5532_session_clear_state_db_replay.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5533_preview_copy_file_path.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5539_mobile_approval_card_height.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5543_background_memory_commit.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5545_three_panel_layout.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5567_model_provider_contamination.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5567_profile_home_override.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5570_clear_backup_recovery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5572_messaging_clear_semantics.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5578_login_next_nesting.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5637_mobile_scroll_clamp_jumpback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5637_stale_anchor_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5638_user_row_intrinsic_height_collapse.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5641_table_whitespace.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5657_filetree_scroll_preserve.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5671_workspace_switcher_a11y.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5686_completed_output_text.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue569_579.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5700_worklog_event_timestamps.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue570_permission.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue572.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5720_reasoning_owner.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5731_session_model_provider_repair.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5744_nonvirtual_userrow_collapse_jumpback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5748_model_picker_selected_badge.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5749_transparent_stream_prefix_dedupe.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5759_composer_focus_shortcut.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
